5000 25000
260 1414 67
142 2182 92
2407 1062 47
4315 3079 1
1799 2334 21
796 1805 99
3455 3078 96
4634 631 78
1687 1496 29
4837 4785 96
3577 1397 10
1044 1540 92
3687 299 7
3485 4614 38
1785 1413 24
3806 3562 30
4956 3369 8
1851 3003 91
4180 1043 87
4009 880 24
356 4458 22
3118 1854 62
1709 1893 61
4067 379 27
4505 3516 93
3628 3674 55
909 3630 76
1268 1834 80
2259 2366 23
1097 2727 55
4721 3084 65
4742 1202 19
2655 4263 65
867 4683 96
3693 540 12
4285 520 87
4791 1430 69
3667 2698 55
1898 4957 22
1172 1055 1
1326 2128 37
2291 1870 39
1461 877 55
2525 3096 90
320 1789 30
1632 2427 50
2970 3570 32
2938 2237 31
1093 487 40
2966 1659 47
2566 2986 75
1603 1629 97
3193 3090 26
399 616 22
2288 963 18
272 3390 20
3242 1960 3
1181 550 85
3626 2389 25
1592 4049 23
4158 3387 98
2113 16 46
307 4458 72
2058 74 93
4347 3715 56
416 3987 98
787 2230 11
1890 4763 13
2774 3389 2
4750 1333 3
225 1843 90
4974 3957 58
2219 616 17
542 2674 43
1687 2021 58
2442 3790 46
4292 4577 28
4454 2819 43
166 594 84
4619 1696 17
3122 1921 60
1363 1895 69
4621 467 85
2337 1009 12
1479 2696 85
4337 1491 75
2534 2135 5
4313 1589 24
2207 3107 18
3490 2726 67
1106 848 40
1917 2212 88
1686 1833 55
3422 522 16
2833 2001 65
1970 2690 8
3544 1576 43
1048 889 84
1372 3096 91
3641 2938 17
3959 4044 18
1199 2314 30
1686 352 15
3992 3774 89
3659 2960 90
1023 4930 33
2582 4826 9
4924 875 51
207 3599 99
4949 2240 38
1066 1200 34
4383 3751 48
1264 437 100
1330 781 27
1918 4440 87
859 464 69
2491 4398 95
700 4323 22
2502 882 21
2400 832 14
1589 3250 66
4823 3985 69
1722 249 6
3974 1579 39
0 4849 79
338 708 95
606 3200 94
2052 252 69
4374 2754 3
1646 1506 35
1159 3096 37
4576 4271 22
1744 2345 23
701 1319 2
439 2671 3
970 3009 12
1964 4967 12
3709 2020 16
4777 2746 22
3080 4392 28
3566 1904 76
2303 1480 99
1376 4577 45
699 278 64
2952 2070 36
55 3040 97
2866 1356 65
229 66 37
4196 1195 83
917 4275 75
4144 4194 79
3172 2849 12
1470 4225 41
2114 1276 71
430 4229 41
1417 4284 33
413 3502 42
729 83 8
3065 4279 3
3147 196 31
3974 692 25
1704 3864 74
2267 335 51
2407 3801 28
530 4231 57
722 2000 93
307 2414 47
1248 4495 30
3607 3913 9
2161 2060 5
4991 2386 97
3367 443 14
4592 2710 49
43 1470 2
3122 3352 86
4078 4074 86
2022 4381 52
3468 629 48
1349 4236 61
2157 1398 73
4513 2741 12
2561 1109 55
4474 2053 17
3074 2096 39
476 218 91
4813 648 66
4798 4022 99
4902 3842 81
4501 191 17
3013 2348 67
4937 3213 61
4248 775 22
354 249 75
523 4676 24
3513 152 94
4856 1317 95
3921 1115 17
71 2369 60
1851 1870 51
4220 4883 52
4338 4821 65
2198 421 92
2519 2128 42
1246 4003 70
2069 2516 74
4462 2372 91
3856 2645 6
3625 2717 76
2236 920 98
1038 140 82
2189 4479 55
2906 1677 28
4397 549 8
2490 3147 11
259 216 80
4532 1030 4
122 1239 50
3180 4864 19
3607 2100 91
904 3138 32
4437 1680 11
4143 4586 40
623 335 41
4230 2826 88
3193 4437 56
4672 3970 87
4875 444 26
4076 4976 42
2346 3583 94
1537 840 32
868 1629 12
1030 2125 50
4221 2748 86
4314 3330 64
2553 1523 1
1009 1195 23
1847 2423 20
3924 2851 96
865 198 80
1258 1735 72
1141 3955 1
2705 4985 78
3854 558 26
1691 4872 57
3706 2426 32
159 4787 80
581 1634 3
2800 558 54
4996 2775 4
2127 385 39
1450 1526 46
2402 4231 31
480 4438 42
2657 2481 66
3165 1188 92
197 1347 79
4776 3280 65
3130 2433 23
4335 3781 50
739 2260 35
229 3710 62
3675 1112 45
3457 1592 83
150 4250 17
1716 3767 57
707 3964 56
838 3740 36
2602 3222 21
1277 2558 2
2726 4649 62
4561 4878 24
4274 4905 37
3218 4715 81
2953 4865 83
169 1581 51
4925 3641 15
3732 4479 8
4467 3433 82
3988 1062 40
3641 141 41
555 1054 20
1178 328 77
4266 4898 92
3947 4203 10
581 4372 91
4631 649 32
3998 4381 63
3457 201 49
1138 541 63
2730 534 4
3970 1089 58
1441 2268 38
3818 2886 37
2261 3185 40
570 3767 65
1813 4750 66
1696 100 100
2411 3557 53
1559 1048 94
3121 3778 28
1177 2748 70
3934 542 90
4724 4360 76
4060 2973 62
3951 4896 29
4567 1709 31
833 3405 32
4184 816 41
2736 3727 89
3181 3201 67
4160 4378 68
1229 3312 10
3270 3036 22
1846 3448 47
4959 3752 43
1839 3319 4
3469 504 10
200 4688 78
1841 3776 58
881 1957 59
3700 2470 37
619 51 1
3080 3322 90
4901 1520 38
1047 1479 90
3442 3318 62
2545 1787 66
1406 3340 55
2436 1533 83
2193 2414 93
151 2466 63
2487 3085 14
839 1165 36
2228 2418 56
2066 4818 87
2007 3260 5
268 805 45
386 3564 37
3840 1000 22
3774 3193 36
666 3344 55
28 2183 40
794 4374 6
3529 1603 24
4137 21 42
2575 3380 54
2980 3649 12
2876 4035 76
1112 4227 76
2233 4353 21
2120 20 17
4474 48 52
1266 842 26
4223 724 29
3246 1213 2
3440 3788 83
3245 3120 32
3856 996 19
4383 3460 98
910 2045 51
630 518 71
46 1344 72
2997 2610 66
323 1833 42
603 1432 7
905 1224 48
4587 4469 68
3270 4678 17
2340 4061 29
1989 4972 75
991 1954 45
14 2001 89
4085 1350 100
1702 3025 85
1396 3629 17
2302 886 93
3349 1825 63
3869 95 93
385 3787 6
3065 776 78
2791 1767 33
3035 1781 86
4624 2218 36
175 273 62
3911 1669 43
2728 323 81
472 3673 6
2686 3894 53
4578 4279 92
1884 3696 68
513 1488 87
1097 875 21
34 1851 91
3970 3378 64
2283 2290 85
577 1370 9
4757 1842 34
2114 4529 28
4566 4107 59
2157 2343 55
1876 2857 95
4714 306 71
686 341 74
3877 663 53
3692 2946 43
1529 4875 13
3337 984 55
170 3098 84
2249 4016 44
3607 2525 87
13 753 96
2908 1819 3
3030 2506 96
3 2735 59
355 1427 57
2997 2956 32
3361 2645 68
4216 4167 18
951 1416 34
1794 1375 11
4981 1389 16
3728 4297 35
2782 3679 41
2177 3682 76
3587 4038 56
2943 3387 64
3526 1749 10
93 965 29
1110 1916 98
2495 63 73
1405 1396 62
3772 124 11
1607 4259 90
1947 1436 25
1375 24 63
3582 4319 2
3745 2846 51
2906 4291 68
1235 402 85
2332 2897 100
1156 655 96
18 4427 72
880 2386 31
422 686 68
3646 2061 44
2260 1995 63
4261 740 61
3012 3647 53
4079 1234 55
3415 3566 4
2814 4722 11
4961 1092 91
2233 3325 77
3763 99 15
3082 3745 28
3777 1005 23
3792 1618 64
1652 4630 63
3804 62 97
2710 4829 63
866 3996 37
1028 309 82
1970 2542 7
299 2658 58
4313 740 3
1741 870 60
2515 4662 78
2678 1314 61
2840 1471 75
588 533 56
1902 2751 52
2939 3780 62
2772 750 56
930 1049 14
4187 1715 7
1189 3456 77
1900 971 39
4229 2 5
2541 4194 76
915 4783 62
471 1685 13
374 976 93
587 3748 96
3343 4678 97
108 217 12
3966 2758 20
2342 4658 44
1732 3888 46
2437 1429 92
4612 3697 75
3673 520 13
1838 2246 41
2430 2834 90
1477 2529 20
1574 3989 38
3385 2956 96
1357 298 7
300 2031 95
597 4468 76
88 432 25
715 458 45
3027 2296 92
2667 1078 78
2408 2556 7
3180 482 48
4169 219 4
2916 1576 55
1322 1876 86
4968 2473 6
1396 2562 90
1520 4629 100
2165 2656 96
1408 1675 27
3485 436 35
4443 4968 17
4390 4137 36
3646 2053 65
3200 4728 41
1137 1048 67
3542 2444 81
4083 3965 10
83 2482 18
4730 242 45
456 79 33
90 874 1
1558 264 38
1894 262 44
158 3462 72
1650 4599 20
1968 4493 17
4848 3577 34
3709 3660 68
226 3390 10
1123 199 41
2455 289 15
3756 1848 31
545 94 94
4388 1604 56
4311 3254 8
283 223 1
3699 1423 78
3784 133 90
1351 1711 81
512 2834 32
4752 290 21
4866 4046 21
1596 4591 15
3589 332 71
397 4643 26
1804 4926 1
2704 4977 24
3534 3761 9
3023 1464 21
2255 1976 55
1686 1728 45
2759 1594 43
2031 4543 87
1398 3132 19
2368 4881 62
2945 1685 41
3745 742 70
2321 628 84
1029 3651 48
2801 2259 25
1056 297 5
952 4408 52
4895 1440 95
4781 2838 79
1351 1558 61
2564 4504 46
56 4601 40
2526 3274 68
109 4304 72
4156 2105 83
1532 4513 32
637 466 41
2688 1713 33
4282 2846 23
360 4197 81
2672 1761 37
1670 1818 39
1409 696 13
3129 805 69
4852 1313 27
3834 2846 40
4465 4835 58
857 3875 71
3689 3157 17
711 4869 14
644 2542 28
80 4212 98
4118 1973 94
2783 102 51
751 1306 64
3529 140 62
4469 958 49
3578 1815 24
3049 505 33
365 1216 3
3231 1860 97
4210 3293 61
2007 2411 86
1852 1546 41
2502 3650 47
817 2179 88
3331 3000 46
679 1579 13
1903 4628 18
2635 1345 87
4589 928 99
437 138 92
497 3497 56
235 349 2
75 2851 52
1221 3669 32
3860 2000 32
2457 4031 11
2870 2286 91
3787 4922 89
3625 863 17
324 1301 8
315 3150 5
422 4737 55
724 4812 58
1027 2386 79
2158 1246 31
2642 56 63
4704 2926 49
2747 3065 23
2135 1691 87
2451 3367 40
4258 34 42
915 457 80
1569 2533 44
2778 3560 30
2657 2071 29
887 1065 85
3149 769 63
4050 3516 28
4872 2003 71
2910 807 38
2249 1417 25
2443 2332 82
2374 253 15
2117 3032 27
4247 689 98
327 1576 15
111 1078 85
4173 128 53
2652 0 9
4175 4263 16
4064 2864 33
3988 307 18
721 2681 71
4987 4799 3
2814 398 44
4063 725 73
1378 2188 51
814 2713 31
118 1717 83
1426 892 46
3541 1309 11
3426 297 70
643 1019 4
3113 1006 55
4968 172 53
3863 4236 30
4335 614 18
2237 2780 83
1619 2898 100
1002 4325 45
999 4218 54
2509 3996 51
2031 4639 22
4234 4105 81
2588 425 53
2692 640 89
3521 1328 55
2890 3565 35
4972 1537 34
123 3891 11
1167 4890 81
3520 3752 78
2523 783 69
3896 1369 74
1276 3957 51
3829 1649 92
1969 1522 20
724 764 37
3610 2088 74
4395 2211 65
857 4731 56
1538 3251 60
2567 2126 43
3235 1023 12
4361 2299 21
911 2480 22
4454 4450 96
2973 1526 60
1410 1488 48
2735 884 59
2952 1741 42
3059 4631 94
1918 2198 72
2912 1786 95
275 1147 47
2947 3410 27
2268 2865 29
4463 838 7
2422 3600 96
3821 2688 80
2431 640 73
773 51 5
3718 1969 55
3789 1233 93
1236 1508 40
982 4455 3
4560 3075 68
2589 2538 58
3495 1312 11
2242 133 99
521 3916 91
3246 4689 42
602 4759 63
156 3549 96
4201 4785 4
3040 2119 11
1642 1679 86
4461 620 24
3119 468 88
1729 2710 73
4379 4584 89
4021 2830 31
2362 3432 90
376 4940 39
3271 4141 76
4026 3534 95
4236 176 27
2521 990 47
4696 4109 67
4535 2190 78
4507 2921 62
4747 1942 44
4677 656 76
719 1032 68
309 655 10
4685 4681 44
2531 3917 72
2057 2790 14
3556 3838 23
522 3373 65
1551 4232 38
2164 3979 32
607 9 88
3834 728 72
2002 1037 27
663 722 8
1506 4606 77
229 1663 19
4943 1571 57
117 3446 82
3834 4997 14
1823 2162 46
1755 4121 55
3694 2956 35
1666 1310 72
1644 1973 47
1304 4831 53
4880 1412 68
2599 2707 92
507 2825 38
3141 3011 35
6 4834 49
851 2941 71
3057 1636 79
991 3302 89
1315 1298 62
3713 2602 45
717 2483 57
736 1434 65
2327 3293 42
2364 1434 53
3751 1441 39
2299 3644 81
1321 1702 17
4651 4045 71
2939 1712 69
4552 425 24
2348 2494 7
205 3231 93
769 558 86
1862 4275 21
966 3026 14
1256 1677 58
3136 4351 12
3004 4002 10
2526 3294 74
3347 4198 52
1770 1547 46
4028 1752 77
2720 3873 36
1057 2087 11
829 3053 89
2042 4309 66
3252 3798 17
1163 1802 20
824 681 66
2198 380 64
349 2150 11
994 2530 15
4871 250 88
658 2659 75
720 3489 80
3808 531 90
3573 135 88
4042 1299 42
3513 2123 75
1278 673 55
3241 1022 57
3104 2017 87
4718 3240 89
1558 250 49
484 970 90
2464 1130 73
105 1055 9
1544 97 8
1137 3610 83
1412 1240 57
3418 834 31
2575 3938 100
4261 3656 40
3902 214 42
4850 699 12
1991 4515 42
4663 4620 98
2471 1164 47
2930 2301 10
1865 65 50
1473 3484 36
2103 1059 74
1103 1672 83
4694 574 49
3536 1776 100
4699 119 15
1993 4783 87
342 2254 51
3788 1537 5
3549 3402 22
4551 1227 6
1386 3330 17
3512 785 42
4294 1832 68
1642 1720 97
2394 2771 16
1308 4764 99
2547 1458 6
4949 1599 95
4653 148 97
775 4699 76
1732 2438 58
3749 950 44
3790 244 76
757 3238 48
853 1984 19
2421 4645 36
2419 2192 94
1024 2141 93
2518 3147 94
3766 3922 93
2593 654 31
4751 755 33
2694 897 29
3821 3007 20
3020 212 4
3638 2633 49
373 53 93
4919 2429 35
4711 1300 82
2356 1418 56
3349 4012 62
3131 3763 18
216 2809 67
2544 2982 74
4463 1002 87
4719 4640 72
4619 1366 77
1712 1285 59
946 2348 11
4679 4705 29
2334 4406 93
1995 3889 8
3764 4105 69
1431 3002 51
3456 3817 53
694 3536 46
1918 3156 64
3194 4868 1
3252 2166 49
962 1845 6
1443 531 64
935 3878 54
1895 3995 11
663 426 65
2414 234 83
1518 2281 19
1615 4199 27
3078 2393 47
2178 1998 13
4979 2960 10
2484 755 93
2100 3043 72
4253 4938 67
3215 601 45
180 4367 31
962 2238 12
1632 3853 11
1811 1932 57
1857 462 55
422 441 67
2183 4278 23
4476 1378 66
647 1983 56
2165 1550 57
461 1730 77
3991 4044 15
4803 2029 68
1165 3840 52
4921 697 15
2027 2471 8
2094 4655 86
4268 4131 64
4485 1130 99
4640 4647 50
1748 108 80
4576 4099 77
3290 254 58
2210 1420 98
3061 2693 47
727 1073 19
3835 3167 74
1220 3787 57
1336 3272 39
4786 4264 86
3435 2364 94
167 1941 45
943 231 100
100 2441 72
4449 1855 65
4495 3934 38
3365 2769 57
1890 342 96
898 3030 20
1036 2816 84
821 1252 49
714 1419 90
1059 3714 73
3010 166 67
1381 967 74
3797 1814 8
935 180 30
3943 3422 72
739 4321 54
3510 357 70
4194 2531 74
3594 4597 45
4935 2008 11
2859 18 29
3225 2751 96
3150 1549 11
658 3836 43
2287 2779 65
610 4870 38
1963 3381 48
2484 3927 79
610 3873 28
154 3808 37
1117 1667 7
2245 1245 59
4341 4395 8
4603 1405 96
45 3692 27
261 654 50
1151 3969 83
2398 1454 10
2528 2064 35
3607 3570 43
343 4687 62
4802 1933 59
660 2626 55
4419 2229 12
3366 3626 5
92 239 11
3041 1390 81
723 140 35
3684 4020 51
518 2628 73
2512 2971 61
1174 4125 46
3784 1137 24
790 1908 5
4202 274 83
2658 367 22
1768 4760 65
4848 484 5
734 4168 26
36 1039 54
2909 3551 77
1821 1077 55
4018 4862 92
3841 652 1
3597 4854 75
1979 2512 94
1952 4281 55
3316 4129 39
1173 1216 59
1698 1252 98
1203 4161 50
31 2334 27
2985 1352 41
2077 1545 94
3077 142 48
703 3473 61
3697 426 94
1451 94 75
1041 1267 91
4799 4317 44
949 520 57
650 552 44
1428 4889 96
2069 1966 94
3362 1395 88
4509 2099 62
4521 2148 40
3814 3599 86
3589 992 54
931 791 71
4526 3092 44
2283 3742 48
3726 1523 37
2873 3592 4
3566 3306 51
2106 4167 50
4119 3689 98
1558 3855 49
443 3796 41
1948 4728 85
2771 4254 77
4114 2889 72
2361 2967 95
497 2193 39
1952 2111 45
4803 4217 12
1104 3336 53
4554 1246 9
2954 3042 57
995 4990 85
2531 2761 92
2159 1875 81
530 588 1
1776 1086 94
1614 4390 5
1110 545 23
3422 1650 11
774 1204 58
3334 4158 100
4691 1505 90
2127 4036 4
3818 1196 31
4751 3078 20
3651 4855 58
1096 2821 48
652 284 94
3074 3706 96
1537 832 52
4894 519 62
1293 1562 68
4034 3689 56
889 2508 4
4620 3611 83
3939 3614 90
696 4710 63
3195 362 47
1240 4789 5
935 1326 90
4538 2572 9
2300 3865 71
1567 4251 12
2574 141 20
4778 4761 83
60 52 97
2901 2100 7
3563 1647 22
862 2888 11
1866 175 89
55 4714 61
115 2014 78
1737 4933 29
2049 2507 22
1220 2285 35
4003 3697 87
399 2950 39
2858 1514 87
679 2376 27
4641 594 2
4929 2002 68
4141 2117 82
2218 3855 67
898 904 75
1072 3476 12
1006 2479 62
2345 2879 12
2135 2089 78
2221 2768 6
1547 3761 1
2401 42 55
2968 4183 72
550 1401 79
768 3651 35
2142 4723 12
3506 2082 91
4919 4427 22
4282 2914 11
160 136 31
1117 3035 44
2669 436 86
1223 3405 69
1895 307 22
2773 1075 74
2260 4570 49
3871 4428 31
4313 4347 10
2635 3629 25
4397 141 13
280 1259 48
4923 3928 37
4609 1504 94
4829 3399 1
1451 2524 28
3076 4784 50
776 7 78
559 4321 77
1120 3308 59
4596 2705 100
3208 4337 11
1208 4261 92
996 222 96
4189 51 47
4041 2854 23
4968 2282 60
3170 4411 67
4447 4970 88
2776 1090 48
4734 2039 54
3185 1599 91
4248 2807 4
4239 3803 26
2086 4344 30
4684 3385 36
4806 4706 19
1065 2876 30
3684 3675 52
623 1451 94
871 2537 33
3824 723 33
2466 1323 40
1722 1914 96
4847 4000 40
728 3684 78
4464 4842 84
1834 908 60
2263 944 87
366 1567 91
4559 2438 28
792 2614 3
3624 1433 26
615 3155 40
2762 4354 92
4254 83 28
4131 899 71
3714 2733 31
2525 1348 75
11 1714 94
301 1273 33
4481 3417 99
4383 2041 32
1961 4009 39
1452 1771 94
1296 1025 29
4823 156 28
4545 222 13
1527 2747 13
4453 4111 79
3947 764 4
2231 245 22
3129 981 15
1813 4294 24
3651 2098 96
4844 3394 73
3824 4570 82
3703 467 4
2667 3347 4
2979 2800 15
1357 3099 79
2361 1682 77
3134 4812 10
948 2977 4
2772 1628 2
2719 2825 49
43 1649 19
2524 1705 86
228 4372 33
2031 3704 86
4297 61 37
2327 3774 20
603 3260 84
2564 4209 61
2467 3333 89
821 2404 66
2569 2447 68
239 4972 73
3376 1552 97
4861 3583 1
4146 4232 15
4234 1559 89
4653 2163 2
1236 4727 11
796 3547 96
3337 720 100
3702 3289 99
2069 4880 71
3493 3256 75
4290 3117 58
3790 3615 90
4704 2850 2
745 3855 65
46 92 44
4908 888 43
3103 577 63
54 4280 4
4452 2701 36
175 1195 93
2449 485 62
4659 4275 30
1100 3980 32
4101 1077 87
617 1123 79
1861 1031 20
4355 486 97
2570 540 29
425 4992 31
3161 167 26
4153 3969 63
966 3628 38
1395 4728 70
2378 3830 47
865 4447 22
795 2660 5
2966 2016 91
715 938 31
4095 1363 76
3825 4524 95
1102 29 64
3864 2348 44
902 95 73
4623 2474 55
4422 4691 2
1695 1838 15
0 4805 83
3790 1872 21
4473 967 84
1500 1145 61
3694 2247 42
1210 1112 90
2353 3366 86
3225 4341 12
4279 3763 3
1133 459 41
647 459 98
3529 601 70
3701 1426 90
236 2926 35
1296 1621 82
90 2831 46
4879 1536 64
1116 1114 6
4827 1745 21
4581 2878 80
4822 4877 91
2571 4758 45
841 3459 71
2782 3696 98
4516 1344 71
4849 2786 54
1295 4018 90
2458 134 4
4315 1314 50
4936 895 80
2367 2069 58
1610 4641 68
1454 1834 28
4076 968 76
4625 484 72
1795 1685 59
4500 2980 77
3742 1791 63
2745 2458 29
4846 2394 25
1178 1114 46
1035 2724 39
2002 530 25
2781 4606 93
3608 4232 29
780 2379 15
2090 3232 47
2418 1974 90
2880 1071 49
1009 918 95
1385 2096 9
182 4483 85
3621 2837 15
1597 1971 22
542 579 6
4970 2711 37
2436 4801 69
2883 3571 95
2824 1452 67
224 3813 85
19 1550 33
2279 1732 68
2264 1705 57
4130 3303 80
603 197 60
2660 167 23
2097 3956 25
1117 3191 48
2112 1015 100
4178 2592 65
3514 3963 15
1298 1242 48
4917 4858 5
1373 3989 8
1153 4592 5
2864 2253 25
2286 702 81
2862 3171 72
2010 1635 39
3961 813 31
4726 679 94
3392 3329 89
2439 3246 47
4544 972 88
1303 3477 33
3260 2693 86
1736 4979 40
4168 4194 11
3439 2556 47
1429 1517 12
2012 2595 44
205 988 73
2345 4779 72
4344 675 44
331 3331 73
2263 1591 66
2800 3327 97
4039 2495 91
4802 2286 47
848 67 17
411 2079 12
654 3637 52
4227 982 32
3750 326 59
4245 2010 90
3217 4273 33
1234 3426 12
4230 3817 59
1421 3619 45
2519 819 65
135 1231 44
1699 1885 33
4250 2464 16
2933 1214 94
2292 1811 4
1333 1380 30
1966 2614 56
2277 1845 25
1436 4618 45
4232 2137 64
2096 3625 47
3392 324 33
3324 926 49
591 3860 16
3185 2504 27
2788 3837 8
4369 2155 22
3024 4433 19
1849 2221 37
645 1453 27
260 4902 52
1107 4646 28
191 2970 54
1739 4914 66
854 3099 22
3133 2239 12
1792 1609 67
3065 4633 100
1184 2834 73
272 4831 27
2850 1444 81
4053 2551 27
580 2742 49
4386 833 63
3403 3040 62
4925 2525 2
2988 4317 11
1854 2382 96
1506 4918 83
3378 1543 66
3056 4393 10
2636 4799 13
3214 1731 7
1763 2469 41
225 873 33
3139 2150 58
3292 138 75
54 1992 9
2801 4850 28
3383 3229 23
1501 1285 68
4710 274 67
3175 3488 99
4381 1603 68
1421 1829 93
2853 1320 43
1810 4612 33
1436 4666 26
3445 2467 28
1724 2203 57
2898 3704 95
3465 4766 21
3832 2941 9
930 2323 13
1849 96 94
3642 4302 14
2584 2464 26
4369 3901 44
3146 3698 11
1773 1774 14
3630 4672 70
4476 3137 37
596 3321 30
1556 603 5
4120 2453 2
4865 1095 4
1930 31 68
2255 4400 21
4950 2546 71
3761 4320 45
1126 4302 69
2196 130 7
4384 726 80
865 3634 84
4670 4107 37
3571 3972 84
3126 903 15
145 4510 68
1066 4461 66
3388 4574 86
1133 2052 40
4901 600 70
3159 4984 48
4739 2202 35
1922 1872 42
2910 1795 66
4993 1273 21
3459 1418 32
1326 3836 45
3092 2225 71
529 4710 23
3621 4611 24
490 4123 60
790 214 62
4724 3488 86
2765 1398 33
2482 2743 6
3103 1202 25
4586 3881 61
530 3325 38
3752 3854 48
2674 3827 12
3549 4318 35
761 108 1
3822 1184 89
1460 3949 39
892 2783 34
1598 886 36
74 472 69
1034 2354 94
1924 1106 1
1171 133 28
1382 34 98
2068 795 58
4320 4618 42
60 2430 43
2198 3322 27
3431 4920 13
2219 4994 38
1239 2381 92
3585 657 51
4785 1828 36
1164 4563 70
3214 2983 66
371 2304 36
3713 2364 66
3707 915 40
133 698 13
3798 4269 59
2935 509 92
778 4094 49
1080 231 78
1515 2747 93
3337 961 76
954 1333 32
4541 1398 97
4206 105 64
4897 1591 62
509 389 32
2468 4676 41
3159 454 87
860 2887 18
389 754 17
4481 4091 79
2908 1397 64
3640 938 14
3088 1496 19
3451 1394 10
864 1903 51
1195 723 27
3387 235 82
4673 1095 21
2542 1484 75
3159 2317 19
1089 225 16
352 217 55
2365 4657 51
835 4460 45
4545 325 1
1347 2872 76
1474 1260 11
2055 2285 58
3227 4828 94
3801 4339 11
4819 428 89
2235 780 58
1941 4497 68
1791 332 28
4388 1229 5
3888 2577 30
463 4051 90
3626 2458 27
2883 685 7
4977 838 46
739 658 74
3079 4245 6
637 1186 55
4204 2977 40
3583 3717 21
4640 2605 50
3569 4421 1
110 3047 11
3936 930 48
3943 2259 39
3288 4351 97
4414 2430 94
2671 4419 80
426 4975 9
1217 3559 27
3237 3199 84
4187 3120 5
539 3230 52
702 2166 35
1549 1109 46
939 750 97
987 1516 80
280 4187 99
2111 965 75
3272 2182 86
3150 420 37
633 4607 57
3890 1498 87
193 2200 53
3779 102 15
4625 1041 17
1173 2029 33
152 2309 20
4903 773 86
3277 4045 20
1562 3547 40
4398 4180 99
354 4422 98
892 4616 98
2244 3395 100
2410 3020 42
3326 546 23
758 698 84
3730 601 57
1315 230 54
2434 3144 1
326 2542 34
2824 4248 56
1821 140 72
4371 3737 20
2022 2499 92
4363 826 38
1437 1584 89
821 314 90
2329 2981 73
2883 1768 17
1983 2094 60
2968 1270 60
2024 4444 53
2047 3815 42
466 837 41
3258 1553 67
1595 4342 4
1983 163 70
4325 3845 4
1897 1728 72
2613 63 18
2224 3032 40
2436 56 84
2788 3455 51
4581 3922 41
2521 2180 46
1288 127 88
4343 3463 4
2712 2788 49
415 1037 29
1238 3650 92
507 2227 76
1047 1015 84
2382 155 40
2533 4736 14
1225 2257 94
2822 4897 73
3761 4240 36
1216 3305 24
1164 72 61
544 2663 64
4988 3170 43
2463 4217 58
2699 1600 13
38 485 49
2651 1710 58
3796 884 56
68 4645 48
1156 862 5
3679 3378 30
3592 3923 93
3507 263 63
649 4078 33
158 1777 33
3470 3167 70
2870 2170 32
4527 2318 16
2434 2387 61
934 3543 75
4090 3574 54
2319 3518 29
4563 2025 92
3626 4026 70
3258 4184 48
842 4006 15
263 1876 38
1394 2756 56
4761 1542 95
1421 3828 38
1648 2919 65
3901 1590 83
1429 1154 61
4220 1132 87
1089 742 72
1088 1584 78
4255 3199 7
4592 4593 63
3599 4354 5
4994 2127 86
1283 3775 5
1147 2676 47
882 457 1
2642 1029 33
3428 3471 27
4751 4559 63
3729 166 62
935 4758 55
897 3358 61
3753 3352 41
438 987 16
1394 2135 45
3941 4369 54
3993 2011 84
178 1791 55
2104 1543 14
1967 272 81
28 2559 91
4035 4808 1
3747 3561 5
587 352 93
2555 3098 80
2199 3391 49
3652 2385 60
1135 3915 51
2089 1019 94
3955 4338 18
987 719 77
4129 1106 85
630 4853 99
3186 441 3
378 4348 1
1057 1547 45
2457 1551 30
4516 4039 97
4719 2480 16
1464 1435 7
4834 3774 26
4410 2904 84
147 3534 37
4445 1720 30
447 3451 78
899 860 77
4743 3318 29
2324 4186 68
3820 3905 48
2688 1722 36
2246 1556 10
2523 2318 66
3906 2465 52
1494 3262 25
4524 61 76
3253 961 36
4882 2056 6
3062 733 93
3929 905 50
3628 4945 72
1115 2191 80
2377 4714 99
1542 4972 16
594 1467 79
2718 2343 40
3293 1948 53
1080 1830 62
2186 4892 95
3830 173 52
4379 154 98
3003 1269 89
3182 3646 56
2032 189 28
3348 2135 47
2926 4853 90
3917 4498 39
2222 1930 21
2583 468 14
29 4298 87
3380 3678 41
1677 1681 63
3518 1215 9
73 3248 50
2952 1596 85
